repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category,liveness,unique-contributors,new-commits-last-30d
alacritty/alacritty,56387,560,229,131,17,9.931,0,8,3189,431,Rust,false,0,Applications,,88.000,7,14
cch123/asm-cli-rust,323,5,3,0,0,15.480,7,84,2124,6,Rust,false,9,Applications,,7.000,0,0
cloudflare/boringtun,6106,52,22,12,2,8.516,0,27,2221,101,Rust,false,0,Applications,,50.000,1,1
defguard/defguard,1395,260,161,144,12,186.380,0,4,753,13,TypeScript,false,0,Applications,,100.000,3,26
denoland/deno,97464,2400,554,267,29,24.624,0,0,2372,975,Rust,false,162,Applications,,100.000,38,203
doprz/dipc,219,22,15,10,1,100.457,0,5,575,4,Rust,false,9,Applications,,65.000,1,1
EasyTier/EasyTier,1765,323,193,79,10,183.003,0,0,408,19,Rust,false,0,Applications,,100.000,7,21
fcsonline/drill,2093,22,9,2,0,10.511,1,447,2733,25,Rust,false,18,Applications,,25.000,0,0
printfn/fend,668,18,5,3,0,26.946,4,7,1563,29,Rust,false,1,Applications,,46.000,3,41
fractalide/fractalide,873,5,3,2,2,5.727,0,125,3262,14,Racket,false,0,Applications,,22.000,0,0
habitat-sh/habitat,2607,4,2,1,0,1.534,5,2,3460,179,Rust,false,0,Applications,,62.000,7,132
imjacobclark/Herd,110,0,0,0,0,0.000,101,626,3451,3,Rust,false,7,Applications,,0.000,0,0
tonarino/innernet,5003,34,14,8,0,6.796,1,17,1322,33,Rust,false,0,Applications,,35.000,1,1
awslabs/flowgger,830,4,0,0,0,4.819,24,171,3381,19,Rust,false,16,Applications,,4.000,0,0
PaddiM8/kalker,1655,17,8,5,2,10.272,0,38,1620,22,Rust,false,0,Applications,,37.000,0,0
hcavarsan/kftray,846,26,9,2,0,30.733,2,0,351,5,Rust,false,0,Applications,,81.000,3,11
changlan/kytan,490,6,1,0,0,12.245,8,416,3211,6,Rust,false,13,Applications,,7.000,0,0
linkerd/linkerd2-proxy,1984,8,4,0,0,4.032,7,2,2318,60,Rust,false,1,Applications,,57.000,6,62
rust-lang/mdBook,18186,259,154,103,57,14.242,0,1,3415,315,Rust,false,28,Applications,,100.000,5,21
metalbear-co/mirrord,3810,51,30,16,2,13.386,0,2,1013,31,Rust,false,39,Applications,,90.000,8,49
nicohman/eidolon,126,1,1,0,0,7.937,12,1848,2548,3,Rust,false,10,Applications,,5.000,0,0
sebadob/rauthy,337,20,7,5,1,59.347,0,2,499,11,Rust,false,79,Applications,,77.000,2,15
raphamorim/rio,3747,227,139,99,32,60.582,0,1,767,61,Rust,false,33,Applications,,100.000,7,165
cloudhead/rx,3135,23,13,8,2,7.337,0,497,1915,17,Rust,false,19,Applications,,35.000,0,0
ignisda/ryot,1988,82,50,15,1,41.247,0,1,587,18,TypeScript,false,0,Applications,,100.000,1,25
servo/servo,28413,308,124,66,7,10.840,0,0,4659,1236,Rust,false,140,Applications,,100.000,32,268
cfal/shoes,231,13,7,3,1,56.277,0,51,1016,2,Rust,false,29,Applications,,37.000,0,0
shuttle-hq/shuttle,6087,63,22,9,1,10.350,0,2,995,107,Rust,false,79,Applications,,82.000,2,8
GyulyVGC/sniffnet,18512,556,408,207,12,30.035,0,52,833,43,Rust,false,18,Applications,,68.000,0,0
swc-project/swc,31209,183,86,44,4,5.864,0,0,2515,295,Rust,false,109,Applications,,100.000,16,108
osa1/tiny,1011,7,2,1,0,6.924,5,48,3232,20,Rust,false,0,Applications,,18.000,0,0
upvpn/upvpn-app,222,15,7,3,0,67.568,3,13,515,1,Kotlin,false,0,Applications,,43.000,1,4
wasmerio/wasmer,18948,372,272,66,14,19.633,0,2,2222,188,Rust,false,40,Applications,,100.000,7,368
serayuzgur/weld,307,2,2,0,0,6.515,9,339,2782,4,Rust,false,13,Applications,,7.000,0,0
wez/wezterm,17776,635,283,136,20,35.722,0,6,2469,317,Rust,false,0,Applications,,94.000,7,9
wasmerio/winterjs,3036,25,9,7,0,8.235,2,129,416,79,JavaScript,false,1,Applications,,25.000,0,0
zellij-org/zellij,21654,621,348,221,24,28.678,0,2,1531,153,Rust,false,8,Applications,,100.000,15,68
kimono-koans/dano,142,1,0,0,0,7.042,26,208,818,1,Rust,false,10,Applications,Audio and Music,2.000,0,0
DasEtwas/enginesound,309,5,3,0,0,16.181,7,645,2030,2,Rust,false,21,Applications,Audio and Music,7.000,0,0
hinto-janai/festival,274,3,2,1,0,10.949,3,228,598,1,Rust,false,30,Applications,Audio and Music,12.000,0,0
figsoda/mmtc,96,1,1,0,0,10.417,7,265,1481,1,Rust,false,13,Applications,Audio and Music,5.000,0,0
chaosprint/glicol,2241,24,17,5,1,10.710,0,118,1581,7,Rust,false,0,Applications,Audio and Music,35.000,0,0
hrkfdn/ncspot,5061,96,56,32,2,18.969,0,1,2192,84,Rust,false,34,Applications,Audio and Music,100.000,5,16
madeofpendletonwool/PinePods,216,17,7,4,0,78.704,1,3,800,6,Rust,false,0,Applications,Audio and Music,57.000,1,14
agersant/polaris,1459,17,7,4,0,11.652,1,42,3010,16,Rust,false,36,Applications,Audio and Music,27.000,0,0
aome510/spotify-player,3570,115,54,26,1,32.213,0,8,1222,61,Rust,false,0,Applications,Audio and Music,86.000,7,12
Spotifyd/spotifyd,9888,52,21,10,0,5.259,1,21,3623,118,Rust,false,0,Applications,Audio and Music,42.000,4,9
tramhao/termusic,1094,35,11,6,0,31.993,2,3,1258,18,Rust,false,75,Applications,Audio and Music,65.000,4,115
sergree/whatbpm,74,6,3,0,0,81.081,7,548,734,1,Rust,false,11,Applications,Audio and Music,7.000,0,0
paradigmxyz/artemis,2316,41,23,11,1,17.703,0,403,565,28,Rust,false,2,Applications,Blockchain,40.000,0,0
eigerco/beerus,250,5,3,1,0,20.000,1,4,732,46,Rust,false,23,Applications,Blockchain,52.000,3,38
brentongunning/rust-sv,62,0,0,0,0,0.000,62,1094,2170,4,Rust,false,16,Applications,Blockchain,0.000,0,0
starkware-libs/cairo,1599,29,15,7,0,18.136,3,0,906,185,Rust,false,59,Applications,Blockchain,85.000,13,70
lambdaclass/cairo-vm,518,5,3,2,0,9.653,2,4,929,79,Rust,false,33,Applications,Blockchain,44.000,4,8
chainx-org/ChainX,323,0,0,0,0,0.000,44,249,2222,14,Rust,false,1,Applications,Blockchain,0.000,0,0
citahub/cita,1305,1,0,0,0,0.766,25,1396,2670,53,Rust,false,0,Applications,Blockchain,2.000,0,0
inv2004/coinbase-pro-rs,145,0,0,0,0,0.000,68,800,2274,19,Rust,false,17,Applications,Blockchain,0.000,0,0
diem/diem,16697,16,8,4,0,0.958,1,509,2049,185,Rust,false,0,Applications,Blockchain,21.000,0,0
dusk-network/rusk,161,4,2,1,0,24.845,5,2,1735,27,Rust,false,109,Applications,Blockchain,62.000,12,443
romanz/electrs,1094,25,14,8,1,22.852,0,5,2408,58,Rust,false,18,Applications,Blockchain,67.000,2,8
rust-ethereum/ethabi,516,2,0,0,0,3.876,16,473,3114,55,Rust,false,0,Applications,Blockchain,4.000,0,0
Limeth/ethaddrgen,177,1,1,0,0,5.650,13,1982,2719,1,Rust,false,11,Applications,Blockchain,5.000,0,0
gakonst/ethers-rs,2499,14,9,3,0,5.602,2,48,1631,265,Rust,true,57,Applications,Blockchain,0.000,0,0
quilt/etk,359,2,0,0,0,5.571,24,169,1371,10,Rust,false,0,Applications,Blockchain,4.000,0,0
ChainSafe/forest,638,6,2,2,0,9.404,4,1,1826,63,Rust,false,164,Applications,Blockchain,62.000,8,51
foundry-rs/foundry,8296,111,49,30,4,13.380,0,0,1159,448,Rust,false,124,Applications,Blockchain,100.000,26,108
jjyr/hdwallet,33,0,0,0,0,0.000,161,629,2151,4,Rust,true,5,Applications,Blockchain,0.000,0,0
holochain/holochain,1177,10,6,3,0,8.496,1,0,1763,45,Rust,false,0,Applications,Blockchain,77.000,12,53
hyperlane-xyz/hyperlane-monorepo,334,20,7,3,0,59.880,4,2,1063,66,Rust,false,0,Applications,Blockchain,71.000,16,135
informalsystems/hermes,447,7,6,4,2,15.660,0,2,1721,139,Rust,false,91,Applications,Blockchain,77.000,4,25
infincia/bip39-rs,54,0,0,0,0,0.000,186,2155,2880,7,Rust,false,7,Applications,Blockchain,0.000,0,0
interlay/interbtc,247,1,1,0,0,4.049,9,67,1685,17,Rust,false,0,Applications,Blockchain,5.000,0,0
Joystream/joystream,1424,1,0,0,0,0.702,29,19,2074,58,Rust,false,0,Applications,Blockchain,14.000,3,6
sigp/lighthouse,2928,28,13,5,2,9.563,0,74,2319,188,Rust,false,141,Applications,Blockchain,35.000,0,0
keep-starknet-strange/madara,532,0,0,0,0,0.000,31,100,639,107,Rust,true,148,Applications,Blockchain,0.000,0,0
flashbots/mev-inspect-rs,550,3,2,0,0,5.455,7,1204,1463,12,Rust,false,16,Applications,Blockchain,7.000,0,0
near/nearcore,2330,18,7,5,2,7.725,0,1,2231,179,Rust,false,257,Applications,Blockchain,81.000,18,155
nervosnetwork/ckb,1160,6,4,1,0,5.172,1,13,2183,56,Rust,false,5,Applications,Blockchain,42.000,8,49
gakonst/opensea-rs,243,0,0,0,0,0.000,69,1168,1185,3,Rust,false,0,Applications,Blockchain,0.000,0,0
paritytech/parity-bitcoin,730,0,0,0,0,0.000,88,1074,3009,49,Rust,false,20,Applications,Blockchain,0.000,0,0
Phala-Network/phala-blockchain,333,1,1,1,0,3.003,5,62,1769,35,Rust,false,0,Applications,Blockchain,10.000,0,0
paritytech/polkadot-sdk,1882,61,31,22,1,32.412,0,2,464,337,Rust,false,796,Applications,Blockchain,100.000,56,162
paradigmxyz/reth,3955,90,49,19,6,22.756,0,0,787,405,Rust,false,252,Applications,Blockchain,100.000,65,486
bluealloy/revm,1649,38,11,5,1,23.044,0,6,1138,138,Rust,false,13,Applications,Blockchain,67.000,3,3
rust-bitcoin/rust-bitcoin,2128,48,15,3,2,22.556,0,0,3768,146,Rust,false,0,Applications,Blockchain,95.000,13,241
lightningdevkit/rust-lightning,1157,8,1,0,0,6.914,9,3,2459,118,Rust,false,0,Applications,Blockchain,47.000,11,128
ergoplatform/sigma-rust,69,0,0,0,0,0.000,145,36,1684,30,Rust,false,48,Applications,Blockchain,6.000,0,0
solana-labs/solana,13210,206,99,46,7,15.594,0,233,2462,498,Rust,false,293,Applications,Blockchain,62.000,0,0
autonomys/subspace,384,11,7,4,0,28.646,1,0,1176,37,Rust,false,0,Applications,Blockchain,81.000,6,290
MystenLabs/sui,6192,133,51,20,8,21.479,0,2,1098,364,Rust,false,371,Applications,Blockchain,100.000,54,320
alloy-rs/svm-rs,255,5,4,1,0,19.608,5,27,1156,24,Rust,false,6,Applications,Blockchain,24.000,1,2
informalsystems/tendermint-rs,612,3,2,1,0,4.902,6,18,1938,127,Rust,false,0,Applications,Blockchain,24.000,2,2
howardwu/wagyu,612,0,0,0,0,0.000,38,1245,2279,10,Rust,false,20,Applications,Blockchain,0.000,0,0
zcash/zcash,4944,10,3,2,0,2.023,1,18,3642,492,C++,false,0,Applications,Blockchain,24.000,1,4
cozodb/cozo,3409,42,24,10,3,12.320,0,14,758,16,Rust,false,0,Applications,Database,52.000,2,3
Rustixir/darkbird,492,6,1,1,1,12.195,0,161,925,4,Rust,false,12,Applications,Database,22.000,0,0
databendlabs/databend,7830,95,35,13,1,12.133,0,0,1493,194,Rust,false,387,Applications,Database,100.000,25,117
dbpunk-labs/db3,365,6,3,1,0,16.438,6,185,962,11,Rust,false,7,Applications,Database,12.000,0,0
erikgrinaker/toydb,6224,89,23,11,2,14.299,0,89,2023,9,Rust,false,18,Applications,Database,40.000,0,0
KipData/FnckSQL,562,17,12,8,0,30.249,1,0,525,16,Rust,false,30,Applications,Database,73.000,3,10
deuxfleurs-org/garage,586,41,27,9,1,69.966,0,3,1089,37,Rust,false,103,Applications,Database,72.000,2,2
lancedb/lancedb,4704,390,188,93,13,82.908,0,2,622,99,Rust,false,32,Applications,Database,100.000,13,50
lucid-kv/lucid,379,4,2,1,0,10.554,3,835,1933,5,Rust,false,23,Applications,Database,12.000,0,0
MaterializeInc/materialize,5799,61,19,10,1,10.519,0,0,2088,139,Rust,false,0,Applications,Database,95.000,31,777
vincent-herlemont/native_db,474,38,14,10,1,80.169,0,1,551,8,Rust,false,8,Applications,Database,85.000,5,36
neondatabase/neon,15055,439,224,152,36,29.160,0,2,1325,126,Rust,false,188,Applications,Database,100.000,31,211
mit-pdos/noria,5000,14,7,3,1,2.800,0,1108,3071,63,Rust,false,0,Applications,Database,31.000,0,0
oxigraph/oxigraph,1036,18,10,2,0,17.375,3,3,2370,21,Rust,false,58,Applications,Database,61.000,2,42
paritytech/parity-db,264,2,1,1,0,7.576,3,34,1686,40,Rust,false,13,Applications,Database,18.000,0,0
PumpkinDB/PumpkinDB,1377,3,2,0,0,2.179,9,2645,2839,10,Rust,false,0,Applications,Database,7.000,0,0
qdrant/qdrant,20515,434,192,96,9,21.155,0,2,1625,124,Rust,false,90,Applications,Database,100.000,12,128
Qrlew/qrlew,40,0,0,0,0,0.000,83,40,538,3,Rust,false,26,Applications,Database,6.000,0,0
RisingWaveLabs/risingwave,7028,142,53,27,4,20.205,0,1,1017,169,Rust,false,108,Applications,Database,100.000,28,194
seppo0010/rsedis,1774,4,1,0,0,2.255,11,523,3502,9,Rust,false,9,Applications,Database,7.000,0,0
skytable/skytable,2434,27,12,5,1,11.093,0,93,1594,9,Rust,false,0,Applications,Database,35.000,0,0
orbitinghail/sqlsync,2368,70,23,10,1,29.561,0,244,534,2,Rust,false,28,Applications,Database,40.000,0,0
surrealdb/surrealdb,27445,301,153,82,9,10.967,0,2,1067,128,Rust,false,51,Applications,Database,100.000,14,50
terminusdb/terminusdb-store,365,2,1,1,0,5.479,4,244,1937,9,Rust,false,26,Applications,Database,12.000,0,0
tikv/tikv,15269,175,78,32,3,11.461,0,1,3238,429,Rust,false,159,Applications,Database,100.000,14,48
tonbo-io/tonbo,769,96,52,14,1,124.837,0,9,119,9,Rust,false,30,Applications,Database,90.000,3,28
unum-cloud/usearch,2242,86,52,26,0,38.359,1,6,627,65,C++,false,0,Applications,Database,90.000,7,29
kn0sys/valentinus,6,0,0,0,0,0.000,64,19,125,1,Rust,false,12,Applications,Database,12.000,1,8
vorot93/libmdbx-rs,83,4,1,0,0,48.193,7,54,1331,28,C,false,0,Applications,Database,13.000,0,0
naomijub/wooridb,131,0,0,0,0,0.000,179,504,1386,4,Rust,false,0,Applications,Database,0.000,0,0
ColinEberhardt/wasm-rust-chip8,257,0,0,0,0,0.000,40,2001,2529,5,Rust,false,0,Applications,Emulators,0.000,0,0
starrhorne/chip8-rust,142,0,0,0,0,0.000,122,2685,2685,1,Rust,false,2,Applications,Emulators,0.000,0,0
kondrak/rust64,260,2,1,0,0,7.692,10,491,3362,4,Rust,false,6,Applications,Emulators,7.000,0,0
ruffle-rs/ruffle,15673,138,60,34,6,8.805,0,1,2026,179,Rust,false,29,Applications,Emulators,100.000,12,132
Gekkio/mooneye-gb,901,7,4,1,0,7.769,3,916,3615,6,Rust,false,15,Applications,Emulators,12.000,0,0
joamag/boytacean,622,3,0,0,0,4.823,18,17,727,2,Rust,false,6,Applications,Emulators,20.000,1,17
mohanson/gameboy,1371,7,3,2,0,5.106,1,56,2033,10,Rust,false,5,Applications,Emulators,18.000,0,0
mvdnes/rboy,605,6,0,0,0,9.917,17,30,3943,9,Rust,false,5,Applications,Emulators,10.000,0,0
michelhe/rustboyadvance-ng,605,3,0,0,0,4.959,14,90,1969,5,Rust,false,0,Applications,Emulators,4.000,0,0
OpenGMK/OpenGMK,280,5,2,1,0,17.857,6,185,2086,12,Rust,false,0,Applications,Emulators,12.000,0,0
dbalsom/martypc,581,7,2,1,0,12.048,5,140,903,4,Rust,false,27,Applications,Emulators,12.000,0,0
mohanson/i8080,111,0,0,0,0,0.000,60,308,2024,1,Rust,false,1,Applications,Emulators,0.000,0,0
touchHLE/touchHLE,2731,39,18,10,2,14.280,0,0,710,20,Rust,false,19,Applications,Emulators,95.000,4,31
daniel5151/clicky,169,6,5,2,0,35.503,6,166,1889,2,Rust,false,0,Applications,Emulators,12.000,0,0
koute/pinky,773,3,1,0,0,3.881,9,349,2940,4,Rust,false,0,Applications,Emulators,7.000,0,0
pcwalton/sprocketnes,748,1,0,0,0,1.337,21,2111,4410,9,Rust,false,4,Applications,Emulators,2.000,0,0
gopher64/gopher64,91,1,1,0,0,10.989,13,0,410,1,Rust,false,15,Applications,Emulators,57.000,2,6
kelpsyberry/dust,227,11,5,3,1,48.458,0,8,500,4,Rust,false,0,Applications,Emulators,48.000,1,4
obhq/obliteration,632,9,4,4,0,14.241,1,0,788,8,Rust,false,0,Applications,Emulators,72.000,2,57
rustzx/rustzx,204,2,2,2,0,9.804,4,107,3205,4,Rust,false,5,Applications,Emulators,12.000,0,0
Canop/broot,10766,121,64,40,5,11.239,0,10,2187,89,Rust,false,46,Applications,File manager,82.000,1,9
kamiyaa/joshuto,3457,35,15,8,0,10.124,1,1,2313,73,Rust,false,37,Applications,File manager,71.000,4,14
sayanarijit/xplr,4217,60,28,14,3,14.228,0,97,1355,33,Rust,false,28,Applications,File manager,40.000,0,0
sxyazi/yazi,16386,966,449,171,29,58.953,0,0,491,107,Rust,false,25,Applications,File manager,100.000,10,41
buxx/OpenCombat,87,4,2,2,0,45.977,4,166,2533,1,Rust,false,0,Applications,Games,12.000,0,0
thomas-mauran/chess-tui,381,10,7,5,2,26.247,0,11,362,13,Rust,false,5,Applications,Games,47.000,1,1
citybound/citybound,7747,25,13,3,0,3.227,2,1451,3081,20,Rust,false,6,Applications,Games,25.000,0,0
cristicbz/rust-doom,2346,11,7,6,0,4.689,2,1112,3706,11,Rust,false,8,Applications,Games,21.000,0,0
doukutsu-rs/doukutsu-rs,936,10,5,2,0,10.684,5,4,1546,21,Rust,false,34,Applications,Games,44.000,3,5
garkimasera/rusted-ruins,498,4,1,1,0,8.032,3,635,2451,5,Rust,false,0,Applications,Games,12.000,0,0
gorilla-devs/ferium,1154,23,8,4,0,19.931,1,22,1163,14,Rust,false,17,Applications,Games,37.000,1,2
HactarCE/Hyperspeedcube,72,3,1,0,0,41.667,9,143,1662,7,Rust,false,36,Applications,Games,7.000,0,0
lifthrasiir/angolmois-rust,101,0,0,0,0,0.000,129,3630,4186,3,Rust,false,3,Applications,Games,0.000,0,0
maras-archive/rsnake,136,1,1,0,0,7.353,9,428,2030,3,Rust,false,3,Applications,Games,5.000,0,0
mcthesw/game-save-manager,613,31,13,5,0,50.571,1,42,1019,5,Rust,false,0,Applications,Games,31.000,0,0
mtkennerly/ludusavi,2742,174,96,51,2,63.457,0,0,1604,14,Rust,false,43,Applications,Games,100.000,1,54
ozkriff/zemeroth,1405,9,3,1,0,6.406,6,520,2678,14,Rust,false,14,Applications,Games,12.000,0,0
dpc/rhex,154,0,0,0,0,0.000,115,1063,3559,9,Rust,false,11,Applications,Games,0.000,0,0
rsaarelm/magog,371,0,0,0,0,0.000,92,1163,4810,3,Rust,false,15,Applications,Games,0.000,0,0
SoftbearStudios/mk48,336,6,1,0,0,17.857,8,101,1282,9,Rust,false,0,Applications,Games,7.000,0,0
swatteau/sokoban-rs,151,0,0,0,0,0.000,160,1901,3362,3,Rust,false,4,Applications,Games,0.000,0,0
thetawavegame/thetawave-legacy,192,0,0,0,0,0.000,67,1207,2001,8,Rust,false,0,Applications,Games,0.000,0,0
Thinkofname/rust-quake,73,0,0,0,0,0.000,47,1929,2654,1,Rust,false,10,Applications,Games,0.000,0,0
zipxing/rust_pixel,148,14,3,3,0,94.595,1,0,150,3,Rust,false,30,Applications,Games,76.000,2,142
ozkriff/zoc,378,0,0,0,0,0.000,61,1826,3552,7,Rust,false,11,Applications,Games,0.000,0,0
dps/rust-raytracer,240,3,0,0,0,12.500,14,1041,1053,1,Rust,false,0,Applications,Graphics,4.000,0,0
flxzt/rnote,8289,205,106,66,9,24.732,0,1,1193,145,Rust,false,64,Applications,Graphics,100.000,9,17
ivanceras/svgbob,3879,38,4,2,1,9.796,0,244,2954,15,Rust,false,0,Applications,Graphics,30.000,0,0
KaminariOS/rustracer,70,1,1,0,0,14.286,9,395,610,1,Rust,false,24,Applications,Graphics,5.000,0,0
Limeth/euclider,214,0,0,0,0,0.000,48,2165,3101,1,Rust,false,20,Applications,Graphics,0.000,0,0
linebender/resvg,2815,62,24,14,2,22.025,0,2,2936,65,Rust,false,0,Applications,Graphics,82.000,4,5
rodrigorc/papercraft,130,3,2,1,1,23.077,0,12,909,1,Rust,false,30,Applications,Graphics,44.000,1,10
rustq/vue-skia,301,2,0,0,0,6.645,21,61,680,5,Rust,false,2,Applications,Graphics,4.000,0,0
Twinklebear/tray_rust,518,2,2,2,1,3.861,0,1313,3609,4,Rust,false,16,Applications,Graphics,22.000,0,0
wahn/rs_pbrt,811,0,0,0,0,0.000,31,286,2881,3,Rust,false,22,Applications,Graphics,0.000,0,0
imager-io/imager,647,4,2,0,0,6.182,9,1471,1834,2,Rust,false,0,Applications,Image processing,7.000,0,0
shssoichiro/oxipng,2928,56,33,17,2,19.126,0,43,3226,39,Rust,false,13,Applications,Image processing,56.000,0,0
locka99/opcua,507,6,2,1,0,11.834,2,33,2864,27,Rust,false,0,Applications,Industrial automation,18.000,0,0
slowtec/tokio-modbus,412,7,2,1,0,16.990,1,9,2577,28,Rust,false,12,Applications,Industrial automation,34.000,1,7
robustmq/robustmq,184,35,18,5,0,190.217,2,0,466,14,Rust,false,63,Applications,Message Queue,85.000,9,53
tensorzero/tensorzero,443,256,165,81,15,577.878,0,0,117,2,Rust,false,0,Applications,MLOps,100.000,2,18
avito-tech/bioyino,229,1,0,0,0,4.367,26,639,2596,15,Rust,false,41,Applications,Observability,2.000,0,0
MegaAntiCheat/client-backend,120,1,0,0,0,8.333,23,47,497,18,Rust,false,38,Applications,Observability,8.000,0,0
openobserve/openobserve,13130,987,490,117,9,75.171,0,0,648,69,Rust,false,131,Applications,Observability,100.000,22,115
quickwit-oss/quickwit,8243,182,73,33,4,22.079,0,2,1307,88,Rust,false,0,Applications,Observability,100.000,6,32
hubblo-org/scaphandre,1630,38,18,9,0,23.313,2,272,1486,24,Rust,false,21,Applications,Observability,25.000,0,0
vectordotdev/vector,18058,456,325,268,30,25.252,0,2,2267,500,Rust,false,170,Applications,Observability,100.000,30,137
0x59616e/SteinsOS,115,0,0,0,0,0.000,81,1123,1157,1,Rust,false,0,Applications,Operating systems,0.000,0,0
Andy-Python-Programmer/aero,1172,9,4,2,0,7.679,3,65,1342,11,Rust,false,0,Applications,Operating systems,12.000,0,0
DragonOS-Community/DragonOS,895,30,11,6,1,33.520,0,0,1030,60,Rust,false,0,Applications,Operating systems,95.000,9,25
thepowersgang/rust_os,739,7,4,2,0,9.472,1,135,3719,3,Rust,false,0,Applications,Operating systems,12.000,0,0
theseus-os/Theseus,2908,23,9,2,0,7.909,5,49,2669,40,Rust,false,0,Applications,Operating systems,31.000,0,0
tock/tock,5441,55,24,7,1,10.108,0,0,3454,193,Rust,false,0,Applications,Operating systems,100.000,15,85
helsing-ai/buffrs,216,7,4,2,0,32.407,1,46,516,36,Rust,false,26,Applications,Package Managers,18.000,0,0
juspay/hyperswitch,12519,364,219,193,108,29.076,0,0,755,223,Rust,false,1,Applications,Payments,100.000,48,150
ast-grep/ast-grep,7456,141,70,36,4,18.911,0,0,863,48,Rust,false,13,Applications,Productivity,100.000,6,76
nikolassv/bartib,684,12,7,2,1,17.544,0,150,1375,15,Rust,false,8,Applications,Productivity,31.000,0,0
espanso/espanso,10054,148,63,38,6,14.721,0,3,1899,35,Rust,false,18,Applications,Productivity,98.000,2,12
unobserved-io/Furtherance,271,12,4,2,0,44.280,2,21,996,25,Rust,false,28,Applications,Productivity,36.000,2,23
illacloud/illa,240,3,1,0,0,12.500,13,382,919,4,Rust,false,10,Applications,Productivity,7.000,0,0
lldap/lldap,4411,117,60,31,3,26.525,0,1,1349,114,Rust,false,0,Applications,Productivity,100.000,5,20
pier-cli/pier,541,5,1,1,0,9.242,4,95,2077,10,Rust,false,10,Applications,Productivity,12.000,0,0
ShadoySV/work-break,10,2,0,0,0,200.000,29,281,694,1,Rust,false,8,Applications,Productivity,4.000,0,0
yashs662/rust_kanban,181,7,1,0,0,38.674,12,3,765,4,Rust,false,25,Applications,Productivity,37.000,1,1
holo-routing/holo,272,10,6,2,0,36.765,2,20,578,6,Rust,false,50,Applications,Routing protocols,33.000,1,14
osrg/rustybgp,484,6,4,3,2,12.397,0,106,1811,10,Rust,false,0,Applications,Routing protocols,22.000,0,0
Lissy93/AdGuardian-Term,960,15,6,2,0,15.625,2,1,535,5,Rust,false,12,Applications,Security tools,63.000,1,2
AFLplusplus/LibAFL,2026,30,14,8,0,14.808,1,1,1480,208,Rust,false,32,Applications,Security tools,75.000,17,53
kongbytes/arp-scan-rs,90,0,0,0,0,0.000,34,302,1284,2,Rust,false,12,Applications,Security tools,0.000,0,0
blst-security/cherrybomb,1147,22,14,10,3,19.180,0,16,1089,14,Rust,false,14,Applications,Security tools,47.000,1,3
replydev/cotp,255,9,0,0,0,35.294,14,6,1421,11,Rust,false,27,Applications,Security tools,44.000,4,22
entropic-security/xgadget,84,3,0,0,0,35.714,22,352,1603,2,Rust,false,18,Applications,Security tools,4.000,0,0
epi052/feroxbuster,5941,81,37,21,4,13.634,0,56,1541,31,Rust,false,27,Applications,Security tools,56.000,0,0
inspektor-dev/inspektor,283,1,1,0,0,3.534,9,850,1107,7,Rust,false,30,Applications,Security tools,5.000,0,0
kpcyrd/authoscope,400,2,1,0,0,5.000,13,962,2432,6,Rust,false,33,Applications,Security tools,7.000,0,0
kpcyrd/rshijack,461,4,4,1,0,8.677,3,11,2453,2,Rust,false,6,Applications,Security tools,34.000,1,3
kpcyrd/sn0int,2047,44,29,9,1,21.495,0,47,2229,11,Rust,false,52,Applications,Security tools,46.000,0,0
kpcyrd/sniffglue,1128,29,10,7,0,25.709,3,63,2616,11,Rust,false,24,Applications,Security tools,25.000,0,0
emo-crab/observer_ward,1259,28,8,3,1,22.240,0,6,1177,4,Rust,false,0,Applications,Security tools,71.000,2,15
Raspirus/Raspirus,133,12,7,3,0,90.226,1,7,781,5,Rust,false,22,Applications,Security tools,51.000,3,78
RustScan/RustScan,14642,253,117,61,2,17.279,0,0,1583,69,Rust,false,23,Applications,Security tools,100.000,5,30
rustodon/rustodon,872,2,2,2,0,2.294,1,1754,2518,14,Rust,false,31,Applications,Social networks,12.000,0,0
FedericoBruzzone/tgt,373,73,27,11,1,195.710,0,0,269,4,Rust,false,19,Applications,Social networks,100.000,4,29
atuinsh/atuin,20800,396,164,76,15,19.038,0,1,1498,209,Rust,false,27,Applications,System tools,100.000,4,8
imsnif/bandwhich,10092,115,55,26,7,11.395,0,25,1892,50,Rust,false,21,Applications,System tools,74.000,2,5
ClementTsang/bottom,10224,280,192,160,6,27.387,0,3,1901,60,Rust,false,29,Applications,System tools,94.000,1,10
brocode/fblog,444,7,5,2,0,15.766,3,9,2684,9,Rust,false,12,Applications,System tools,34.000,2,3
reubeno/brush,24,7,4,2,0,291.667,3,5,185,3,Rust,false,0,Applications,System tools,52.000,3,44
vrmiguel/bustd,217,3,0,0,0,13.825,24,377,1224,4,Rust,false,6,Applications,System tools,4.000,0,0
buster/rrun,112,0,0,0,0,0.000,238,2457,3652,3,Rust,false,9,Applications,System tools,0.000,0,0
cantino/mcfly,6940,55,22,10,1,7.925,0,34,2310,65,Rust,false,17,Applications,System tools,46.000,0,0
ChurchTao/clipboard-rs,61,6,1,1,1,98.361,0,19,290,4,Rust,false,1,Applications,System tools,34.000,2,5
